Año,Mes,Día,Hora,Minuto,Segundo,pm25,calidad_pm25,calidad
2022,01,08,06,00,00,42.2773,1,1,
2022,01,08,07,00,00,44.6500,1,1,
2022,01,08,08,00,00,36.3059,1,1,
2022,01,08,09,00,00,23.1972,1,1,
2022,01,08,10,00,00,17.3062,1,1,
2022,01,08,11,00,00,22.3091,1,1,
2022,01,08,12,00,00,26.1986,1,1,
2022,01,08,13,00,00,26.2432,1,1,
2022,01,08,14,00,00,22.6312,1,1,
2022,01,08,15,00,00,12.6111,1,1,
2022,01,08,16,00,00,13.7920,1,1,
2022,01,08,17,00,00,18.4920,1,1,
2022,01,08,18,00,00,23.2545,1,1,
2022,01,08,19,00,00,10.9959,1,1,
2022,01,08,20,00,00,29.2969,1,1,
2022,01,08,21,00,00,21.9216,1,1,
2022,01,08,22,00,00,26.7685,1,1,
2022,01,08,23,00,00,24.3233,1,1,
2022,01,09,00,00,00,31.5946,1,1,
2022,01,09,01,00,00,38.8311,1,1,
2022,01,09,02,00,00,31.5611,1,1,
2022,01,09,03,00,00,25.5122,1,1,
2022,01,09,04,00,00,35.2371,1,1,
2022,01,09,05,00,00,30.3599,1,1,
2022,01,09,06,00,00,31.5281,1,1,
2022,01,09,07,00,00,33.9725,1,1,
2022,01,09,08,00,00,17.0610,1,1,
2022,01,09,09,00,00,18.4163,1,1,
2022,01,09,10,00,00,14.7598,1,1,
2022,01,09,11,00,00,18.4928,1,1,
2022,01,09,12,00,00,16.2303,1,1,
2022,01,09,13,00,00,18.8457,1,1,
2022,01,09,14,00,00,17.6222,1,1,
2022,01,09,15,00,00,10.0095,1,1,
2022,01,09,16,00,00,15.0266,1,1,
2022,01,09,17,00,00,14.9796,1,1,
2022,01,09,18,00,00,6.1877,1,1,
2022,01,09,19,00,00,12.3153,1,1,
2022,01,09,20,00,00,6.1469,1,1,
2022,01,09,21,00,00,9.8112,1,1,
2022,01,09,22,00,00,17.1457,1,1,
2022,01,09,23,00,00,14.6736,1,1,
2022,01,10,00,00,00,20.7534,1,1,
2022,01,10,01,00,00,37.8333,1,1,
2022,01,10,02,00,00,24.4097,1,1,
2022,01,10,03,00,00,23.1792,1,1,
2022,01,10,04,00,00,21.9721,1,1,
2022,01,10,05,00,00,19.5000,1,1,
2022,01,10,06,00,00,19.4391,1,1,
2022,01,10,07,00,00,12.1532,1,1,
2022,01,10,08,00,00,12.2066,1,1,
2022,01,10,09,00,00,12.2386,1,1,
2022,01,10,10,00,00,8.5786,1,1,
2022,01,10,11,00,00,12.2872,1,1,
2022,01,10,12,00,00,12.2536,1,1,
2022,01,10,13,00,00,9.8624,1,1,
2022,01,10,14,00,00,13.6611,1,1,
2022,01,10,15,00,00,17.4711,1,1,
2022,01,10,16,00,00,12.4646,1,1,
2022,01,10,17,00,00,16.1136,1,1,
2022,01,10,18,00,00,6.1672,1,1,
2022,01,10,19,00,00,7.3583,1,1,
2022,01,10,20,00,00,6.1201,1,1,
2022,01,10,21,00,00,19.4896,1,1,
2022,01,10,22,00,00,18.1918,1,1,
2022,01,10,23,00,00,12.1234,1,1,
2022,01,11,00,00,00,10.9101,1,1,
2022,01,11,01,00,00,10.8958,1,1,
2022,01,11,02,00,00,15.7636,1,1,
2022,01,11,03,00,00,12.1261,1,1,
2022,01,11,04,00,00,8.4858,1,1,
2022,01,11,05,00,00,18.1638,1,1,
2022,01,11,06,00,00,27.8269,1,1,
2022,01,11,07,00,00,41.1047,1,1,
2022,01,11,08,00,00,23.0772,1,1,
2022,01,11,09,00,00,25.6028,1,1,
2022,01,11,10,00,00,25.7100,1,1,
2022,01,11,11,00,00,18.4529,1,1,
2022,01,11,12,00,00,19.8091,1,1,
2022,01,11,13,00,00,19.9841,1,1,
2022,01,11,14,00,00,21.0682,1,1,
2022,01,11,15,00,00,13.6272,1,1,
2022,01,11,16,00,00,7.4001,1,1,
2022,01,11,17,00,00,25.7058,1,1,
2022,01,11,18,00,00,14.6313,1,1,
2022,01,11,19,00,00,21.9457,1,1,
2022,01,11,20,00,00,25.5515,1,1,
2022,01,11,21,00,00,21.8917,1,1,
2022,01,11,22,00,00,16.9900,1,1,
2022,01,11,23,00,00,30.3109,1,1,
2022,01,12,00,00,00,37.5134,1,1,
2022,01,12,01,00,00,14.5249,1,1,
2022,01,12,02,00,00,38.7345,1,1,
2022,01,12,03,00,00,26.6665,1,1,
2022,01,12,04,00,00,6.0519,1,1,
2022,01,12,05,00,00,7.2549,1,1,
2022,01,12,06,00,00,7.2488,1,1,
2022,01,12,07,00,00,12.0737,1,1,
2022,01,12,08,00,00,15.7448,1,1,
2022,01,12,09,00,00,12.1794,1,1,
2022,01,12,10,00,00,14.8128,1,1,
2022,01,12,11,00,00,21.1168,1,1,
2022,01,12,12,00,00,24.9321,1,1,
2022,01,12,13,00,00,12.5346,1,1,
2022,01,12,14,00,00,7.5606,1,1,
2022,01,12,15,00,00,7.5936,1,1,
2022,01,12,16,00,00,7.5466,1,1,
2022,01,12,17,00,00,13.6937,1,1,
2022,01,12,18,00,00,9.8910,1,1,
2022,01,12,19,00,00,8.6200,1,1,
2022,01,12,20,00,00,9.8279,1,1,
2022,01,12,21,00,00,22.0617,1,1,
2022,01,12,22,00,00,13.4563,1,1,
2022,01,12,23,00,00,12.2176,1,1,
2022,01,13,00,00,00,14.6369,1,1,
2022,01,13,01,00,00,19.4709,1,1,
2022,01,13,02,00,00,19.4283,1,1,
2022,01,13,03,00,00,44.9354,1,1,
2022,01,13,04,00,00,46.1354,1,1,
2022,01,13,05,00,00,27.9137,1,1,
2022,01,13,06,00,00,33.9373,1,1,
2022,01,13,07,00,00,37.5001,1,1,
2022,01,13,08,00,00,30.4549,1,1,
2022,01,13,09,00,00,22.1130,1,1,
2022,01,13,10,00,00,30.8469,1,1,
2022,01,13,11,00,00,21.0505,1,1,
2022,01,13,12,00,00,11.1964,1,1,
2022,01,13,13,00,00,12.5078,1,1,
2022,01,13,14,00,00,7.4848,1,1,
2022,01,13,15,00,00,1.2464,1,1,
2022,01,13,16,00,00,11.2212,1,1,
2022,01,13,17,00,00,9.9488,1,1,
2022,01,13,18,00,00,7.4056,1,1,
2022,01,13,19,00,00,8.5809,1,1,
2022,01,13,20,00,00,8.5660,1,1,
2022,01,13,21,00,00,7.3286,1,1,
2022,01,13,22,00,00,7.3058,1,1,
2022,01,13,23,00,00,12.0671,1,1,
2022,01,14,00,00,00,10.8646,1,1,
2022,01,14,01,00,00,7.2392,1,1,
2022,01,14,02,00,00,7.2433,1,1,
2022,01,14,03,00,00,13.2829,1,1,
2022,01,14,04,00,00,14.4880,1,1,
2022,01,14,05,00,00,36.1909,1,1,
2022,01,14,06,00,00,28.9494,1,1,
2022,01,14,07,00,00,26.5535,1,1,
2022,01,14,08,00,00,30.2205,1,1,
2022,01,14,09,00,00,21.8680,1,1,
2022,01,14,10,00,00,15.9691,1,1,
2022,01,14,11,00,00,8.6433,1,1,
2022,01,14,12,00,00,6.2137,1,1,
2022,01,14,13,00,00,7.4928,1,1,
2022,01,14,14,00,00,7.5145,1,1,
2022,01,14,15,00,00,3.7684,1,1,
2022,01,14,16,00,00,3.7701,1,1,
2022,01,14,17,00,00,4.9946,1,1,
2022,01,14,18,00,00,2.4718,1,1,
2022,01,14,19,00,00,7.3790,1,1,
2022,01,14,20,00,00,8.5783,1,1,
2022,01,14,21,00,00,7.3318,1,1,
2022,01,14,22,00,00,8.5395,1,1,
2022,01,14,23,00,00,3.6513,1,1,
2022,01,15,00,00,00,9.7196,1,1,
2022,01,15,01,00,00,6.0634,1,1,
2022,01,15,02,00,00,21.7912,1,1,
2022,01,15,03,00,00,19.3793,1,1,
2022,01,15,04,00,00,7.2833,1,1,
2022,01,15,05,00,00,38.7498,1,1,
2022,01,15,06,00,00,28.9836,1,1,
2022,01,15,07,00,00,37.3543,1,1,
2022,01,15,08,00,00,18.2197,1,1,
2022,01,15,09,00,00,14.7025,1,1,
2022,01,15,10,00,00,9.8722,1,1,
2022,01,15,11,00,00,1.2427,1,1,
2022,01,15,12,00,00,9.9787,1,1,
2022,01,15,13,00,00,8.7586,1,1,
2022,01,15,14,00,00,8.7875,1,1,
2022,01,15,15,00,00,7.5413,1,1,
2022,01,15,16,00,00,7.5299,1,1,
2022,01,15,17,00,00,11.2469,1,1,
2022,01,15,18,00,00,7.4541,1,1,
2022,01,15,19,00,00,7.4019,1,1,
2022,01,15,20,00,00,14.7291,1,1,
2022,01,15,21,00,00,9.7800,1,1,
2022,01,15,22,00,00,21.9178,1,1,
2022,01,15,23,00,00,26.7157,1,1,
2022,01,16,00,00,00,35.1803,1,1,
2022,01,16,01,00,00,30.2985,1,1,
2022,01,16,02,00,00,32.6705,1,1,
2022,01,16,03,00,00,31.4483,1,1,
2022,01,16,04,00,00,35.1542,1,1,
2022,01,16,05,00,00,20.5966,1,1,
2022,01,16,06,00,00,36.3043,1,1,
2022,01,16,07,00,00,29.0032,1,1,
2022,01,16,08,00,00,38.9273,1,1,
2022,01,16,09,00,00,20.8532,1,1,
2022,01,16,10,00,00,12.3815,1,1,
2022,01,16,11,00,00,14.9930,1,1,
2022,01,16,12,00,00,10.0520,1,1,
2022,01,16,13,00,00,12.6302,1,1,
2022,01,16,14,00,00,8.8407,1,1,
2022,01,16,15,00,00,8.8636,1,1,
2022,01,16,16,00,00,8.8260,1,1,
2022,01,16,17,00,00,8.7741,1,1,
2022,01,16,18,00,00,7.4810,1,1,
2022,01,16,19,00,00,11.1486,1,1,
2022,01,16,20,00,00,13.5402,1,1,
2022,01,16,21,00,00,12.2671,1,1,
2022,01,16,22,00,00,15.9149,1,1,
2022,01,16,23,00,00,11.0158,1,1,
2022,01,17,00,00,00,18.3221,1,1,
2022,01,17,01,00,00,27.9853,1,1,
2022,01,17,02,00,00,34.0792,1,1,
2022,01,17,03,00,00,32.8531,1,1,
2022,01,17,04,00,00,23.1185,1,1,
2022,01,17,05,00,00,28.0086,1,1,
2022,01,17,06,00,00,19.4858,1,1,
2022,01,17,07,00,00,28.0024,1,1,
2022,01,17,08,00,00,27.9926,1,1,
2022,01,17,09,00,00,23.2451,1,1,
2022,01,17,10,00,00,15.9455,1,1,
2022,01,17,11,00,00,14.8438,1,1,
2022,01,17,12,00,00,16.0946,1,1,
2022,01,17,13,00,00,7.4767,1,1,
2022,01,17,14,00,00,18.8306,1,1,
2022,01,17,15,00,00,13.8464,1,1,
2022,01,17,16,00,00,10.0471,1,1,
2022,01,17,17,00,00,10.0039,1,1,
2022,01,17,18,00,00,14.9153,1,1,
2022,01,17,19,00,00,9.8762,1,1,
2022,01,17,20,00,00,14.7618,1,1,
2022,01,17,21,00,00,14.7186,1,1,
2022,01,17,22,00,00,14.6764,1,1,
2022,01,17,23,00,00,29.3037,1,1,
2022,01,18,00,00,00,29.2803,1,1,
2022,01,18,01,00,00,20.7608,1,1,
2022,01,18,02,00,00,12.2116,1,1,
2022,01,18,03,00,00,23.1478,1,1,
2022,01,18,04,00,00,25.5827,1,1,
2022,01,18,05,00,00,19.4425,1,1,
2022,01,18,06,00,00,35.1572,1,1,
2022,01,18,07,00,00,37.5548,1,1,
2022,01,18,08,00,00,40.1368,1,1,
2022,01,18,09,00,00,19.5627,1,1,
2022,01,18,10,00,00,13.5311,1,1,
2022,01,18,11,00,00,11.1713,1,1,
2022,01,18,12,00,00,11.1382,1,1,
2022,01,18,13,00,00,12.3423,1,1,
2022,01,18,14,00,00,14.8048,1,1,
2022,01,18,15,00,00,16.0660,1,1,
2022,01,18,16,00,00,12.3580,1,1,
2022,01,18,17,00,00,16.0787,1,1,
2022,01,18,18,00,00,16.0385,1,1,
2022,01,18,19,00,00,8.6018,1,1,
2022,01,18,20,00,00,31.8318,1,1,
2022,01,18,21,00,00,28.1052,1,1,
2022,01,18,22,00,00,25.5584,1,1,
2022,01,18,23,00,00,35.2451,1,1,
2022,01,19,00,00,00,26.7738,1,1,
2022,01,19,01,00,00,20.7278,1,1,
2022,01,19,02,00,00,12.1821,1,1,
2022,01,19,03,00,00,30.4416,1,1,
2022,01,19,04,00,00,35.3163,1,1,
2022,01,19,05,00,00,34.0478,1,1,
2022,01,19,06,00,00,19.4578,1,1,
2022,01,19,07,00,00,29.1669,1,1,
2022,01,19,08,00,00,25.6221,1,1,
2022,01,19,09,00,00,15.9612,1,1,
2022,01,19,10,00,00,13.6283,1,1,
2022,01,19,11,00,00,20.0506,1,1,
2022,01,19,12,00,00,17.6153,1,1,
2022,01,19,13,00,00,10.1110,1,1,
2022,01,19,14,00,00,5.0787,1,1,
2022,01,19,15,00,00,5.0821,1,1,
2022,01,19,16,00,00,7.6344,1,1,
2022,01,19,17,00,00,11.4163,1,1,
2022,01,19,18,00,00,10.0441,1,1,
2022,01,19,19,00,00,14.9320,1,1,
2022,01,19,20,00,00,14.8463,1,1,
2022,01,19,21,00,00,13.5551,1,1,
2022,01,19,22,00,00,15.9790,1,1,
2022,01,19,23,00,00,14.7229,1,1,
2022,01,20,00,00,00,36.6766,1,1,
2022,01,20,01,00,00,39.0532,1,1,
2022,01,20,02,00,00,41.4847,1,1,
2022,01,20,03,00,00,37.7792,1,1,
2022,01,20,04,00,00,53.5415,1,1,
2022,01,20,05,00,00,55.8996,1,1,
2022,01,20,06,00,00,40.0587,1,1,
2022,01,20,07,00,00,42.4738,1,1,
2022,01,20,08,00,00,34.2903,1,1,
2022,01,20,09,00,00,34.5841,1,1,
2022,01,20,10,00,00,23.7328,1,1,
2022,01,20,11,00,00,10.0500,1,1,
2022,01,20,12,00,00,3.7714,1,1,
2022,01,20,13,00,00,11.3647,1,1,
2022,01,20,14,00,00,8.8798,1,1,
2022,01,20,15,00,00,10.1767,1,1,
2022,01,20,16,00,00,6.3431,1,1,
2022,01,20,17,00,00,6.3072,1,1,
2022,01,20,18,00,00,7.5392,1,1,
2022,01,20,19,00,00,7.4816,1,1,
2022,01,20,20,00,00,24.7442,1,1,
2022,01,20,21,00,00,23.4550,1,1,
2022,01,20,22,00,00,24.6261,1,1,
2022,01,20,23,00,00,31.9103,1,1,
2022,01,21,00,00,00,40.4195,1,1,
2022,01,21,01,00,00,29.3430,1,1,
2022,01,21,02,00,00,48.8093,1,1,
2022,01,21,03,00,00,48.7850,1,1,
2022,01,21,04,00,00,56.0011,1,1,
2022,01,21,05,00,00,46.2330,1,1,
2022,01,21,06,00,00,56.0103,1,1,
2022,01,21,07,00,00,52.3252,1,1,
2022,01,21,08,00,00,29.3483,1,1,
2022,01,21,09,00,00,36.7076,1,1,
2022,01,21,10,00,00,23.4398,1,1,
2022,01,21,11,00,00,22.4931,1,1,
2022,01,21,12,00,00,18.8669,1,1,
2022,01,21,13,00,00,-999.0000,151,1,
2022,01,21,14,00,00,-999.0000,151,1,
2022,01,21,15,00,00,-999.0000,151,1,
2022,01,21,16,00,00,8.8191,1,1,
2022,01,21,17,00,00,13.8097,1,1,
2022,01,21,18,00,00,12.4848,1,1,
2022,01,21,19,00,00,14.9081,1,1,
2022,01,21,20,00,00,16.0999,1,1,
2022,01,21,21,00,00,20.9702,1,1,
2022,01,21,22,00,00,20.9325,1,1,
2022,01,21,23,00,00,31.9392,1,1,
2022,01,22,00,00,00,30.6842,1,1,
2022,01,22,01,00,00,13.4979,1,1,
2022,01,22,02,00,00,12.2696,1,1,
2022,01,22,03,00,00,30.5901,1,1,
2022,01,22,04,00,00,42.7996,1,1,
2022,01,22,05,00,00,30.5741,1,1,
2022,01,22,06,00,00,72.0767,1,1,
2022,01,22,07,00,00,56.0938,1,1,
2022,01,22,08,00,00,57.3765,1,1,
2022,01,22,09,00,00,17.1482,1,1,
2022,01,22,10,00,00,13.5447,1,1,
2022,01,22,11,00,00,19.7667,1,1,
2022,01,22,12,00,00,13.7104,1,1,
2022,01,22,13,00,00,27.5197,1,1,
2022,01,22,14,00,00,23.8135,1,1,
2022,01,22,15,00,00,23.8032,1,1,
2022,01,22,16,00,00,21.2590,1,1,
2022,01,22,17,00,00,23.7322,1,1,
2022,01,22,18,00,00,23.6128,1,1,
2022,01,22,19,00,00,22.2644,1,1,
2022,01,22,20,00,00,14.8062,1,1,
2022,01,22,21,00,00,19.6821,1,1,
2022,01,22,22,00,00,-999.0000,151,1,
2022,01,22,23,00,00,37.9642,1,1,
2022,01,23,00,00,00,42.7632,1,1,
2022,01,23,01,00,00,39.0358,1,1,
2022,01,23,02,00,00,38.9810,1,1,
2022,01,23,03,00,00,34.0773,1,1,
2022,01,23,04,00,00,29.1985,1,1,
2022,01,23,05,00,00,40.2038,1,1,
2022,01,23,06,00,00,34.0099,1,1,
2022,01,23,07,00,00,65.4358,1,1,
2022,01,23,08,00,00,19.5894,1,1,
2022,01,23,09,00,00,22.1885,1,1,
2022,01,23,10,00,00,18.6661,1,1,
2022,01,23,11,00,00,16.2873,1,1,
2022,01,23,12,00,00,13.8589,1,1,
2022,01,23,13,00,00,10.1146,1,1,
2022,01,23,14,00,00,15.2412,1,1,
2022,01,23,15,00,00,12.7544,1,1,
2022,01,23,16,00,00,16.5580,1,1,
2022,01,23,17,00,00,6.3241,1,1,
2022,01,23,18,00,00,8.7771,1,1,
2022,01,23,19,00,00,12.4580,1,1,
2022,01,23,20,00,00,9.9173,1,1,
2022,01,23,21,00,00,13.5783,1,1,
2022,01,23,22,00,00,15.9988,1,1,
2022,01,23,23,00,00,19.6455,1,1,
2022,01,24,00,00,00,44.0542,1,1,
2022,01,24,01,00,00,45.2651,1,1,
2022,01,24,02,00,00,37.8518,1,1,
2022,01,24,03,00,00,28.1433,1,1,
2022,01,24,04,00,00,39.2120,1,1,
2022,01,24,05,00,00,25.7065,1,1,
2022,01,24,06,00,00,35.4492,1,1,
2022,01,24,07,00,00,53.7656,1,1,
2022,01,24,08,00,00,35.5477,1,1,
2022,01,24,09,00,00,16.0064,1,1,
2022,01,24,10,00,00,28.4417,1,1,
2022,01,24,11,00,00,11.1743,1,1,
2022,01,24,12,00,00,19.9947,1,1,
2022,01,24,13,00,00,18.8636,1,1,
2022,01,24,14,00,00,17.7259,1,1,
2022,01,24,15,00,00,15.2526,1,1,
2022,01,24,16,00,00,13.9269,1,1,
2022,01,24,17,00,00,10.0886,1,1,
2022,01,24,18,00,00,10.0168,1,1,
2022,01,24,19,00,00,12.4246,1,1,
2022,01,24,20,00,00,13.5961,1,1,
2022,01,24,21,00,00,16.0240,1,1,
2022,01,24,22,00,00,12.2871,1,1,
2022,01,24,23,00,00,18.4077,1,1,
2022,01,25,00,00,00,17.1485,1,1,
2022,01,25,01,00,00,40.3333,1,1,
2022,01,25,02,00,00,42.8311,1,1,
2022,01,25,03,00,00,19.6063,1,1,
2022,01,25,04,00,00,28.1079,1,1,
2022,01,25,05,00,00,28.0990,1,1,
2022,01,25,06,00,00,23.2496,1,1,
2022,01,25,07,00,00,23.2424,1,1,
2022,01,25,08,00,00,18.3901,1,1,
2022,01,25,09,00,00,25.8576,1,1,
2022,01,25,10,00,00,16.0972,1,1,
2022,01,25,11,00,00,23.7931,1,1,
2022,01,25,12,00,00,23.7998,1,1,
2022,01,25,13,00,00,26.4126,1,1,
2022,01,25,14,00,00,17.4697,1,1,
2022,01,25,15,00,00,13.7128,1,1,
2022,01,25,16,00,00,21.1616,1,1,
2022,01,25,17,00,00,23.3220,1,1,
2022,01,25,18,00,00,18.3481,1,1,
2022,01,25,19,00,00,45.2311,1,1,
2022,01,25,20,00,00,35.3610,1,1,
2022,01,25,21,00,00,37.7331,1,1,
2022,01,25,22,00,00,30.4417,1,1,
2022,01,25,23,00,00,46.2824,1,1,
2022,01,26,00,00,00,49.8952,1,1,
2022,01,26,01,00,00,35.3356,1,1,
2022,01,26,02,00,00,56.0722,1,1,
2022,01,26,03,00,00,26.8111,1,1,
