Año,Mes,Día,Hora,Minuto,Segundo,pm25,calidad_pm25,calidad
2021,01,25,22,00,00,9.5852,1,1,
2021,01,25,23,00,00,10.7578,1,1,
2021,01,26,00,00,00,9.5550,1,1,
2021,01,26,01,00,00,20.2700,1,1,
2021,01,26,02,00,00,25.0112,1,1,
2021,01,26,03,00,00,13.1191,1,1,
2021,01,26,04,00,00,17.8901,1,1,
2021,01,26,05,00,00,13.0840,1,1,
2021,01,26,06,00,00,21.3868,1,1,
2021,01,26,07,00,00,30.8611,1,1,
2021,01,26,08,00,00,39.1763,1,1,
2021,01,26,09,00,00,20.2035,1,1,
2021,01,26,10,00,00,23.8419,1,1,
2021,01,26,11,00,00,21.5646,1,1,
2021,01,26,12,00,00,20.4860,1,1,
2021,01,26,13,00,00,16.9737,1,1,
2021,01,26,14,00,00,12.1852,1,1,
2021,01,26,15,00,00,14.6529,1,1,
2021,01,26,16,00,00,9.7986,1,1,
2021,01,26,17,00,00,8.5573,1,1,
2021,01,26,18,00,00,8.4916,1,1,
2021,01,26,19,00,00,13.2513,1,1,
2021,01,26,20,00,00,16.7753,1,1,
2021,01,26,21,00,00,23.8606,1,1,
2021,01,26,22,00,00,42.8259,1,1,
2021,01,26,23,00,00,60.6058,1,1,
2021,01,27,00,00,00,35.5689,1,1,
2021,01,27,01,00,00,31.9560,1,1,
2021,01,27,02,00,00,23.6401,1,1,
2021,01,27,03,00,00,56.7107,1,1,
2021,01,27,04,00,00,34.2244,1,1,
2021,01,27,05,00,00,33.0099,1,1,
2021,01,27,06,00,00,40.0305,1,1,
2021,01,27,07,00,00,37.6380,1,1,
2021,01,27,08,00,00,46.3039,1,1,
2021,01,27,09,00,00,37.1142,1,1,
2021,01,27,10,00,00,33.8318,1,1,
2021,01,27,11,00,00,18.1838,1,1,
2021,01,27,12,00,00,14.6756,1,1,
2021,01,27,13,00,00,13.5177,1,1,
2021,01,27,14,00,00,8.6193,1,1,
2021,01,27,15,00,00,9.8832,1,1,
2021,01,27,16,00,00,2.4613,1,1,
2021,01,27,17,00,00,1.2252,1,1,
2021,01,27,18,00,00,10.9665,1,1,
2021,01,27,19,00,00,10.8892,1,1,
2021,01,27,20,00,00,10.8321,1,1,
2021,01,27,21,00,00,11.9946,1,1,
2021,01,27,22,00,00,8.3777,1,1,
2021,01,27,23,00,00,13.1497,1,1,
2021,01,28,00,00,00,15.5238,1,1,
2021,01,28,01,00,00,15.5096,1,1,
2021,01,28,02,00,00,14.2996,1,1,
2021,01,28,03,00,00,23.8181,1,1,
2021,01,28,04,00,00,30.8313,1,1,
2021,01,28,05,00,00,42.5847,1,1,
2021,01,28,06,00,00,60.2185,1,1,
2021,01,28,07,00,00,56.7666,1,1,
2021,01,28,08,00,00,23.7879,1,1,
2021,01,28,09,00,00,21.5145,1,1,
2021,01,28,10,00,00,16.8348,1,1,
2021,01,28,11,00,00,12.1357,1,1,
2021,01,28,12,00,00,17.0853,1,1,
2021,01,28,13,00,00,9.8087,1,1,
2021,01,28,14,00,00,11.0612,1,1,
2021,01,28,15,00,00,11.0549,1,1,
2021,01,28,16,00,00,8.5851,1,1,
2021,01,28,17,00,00,12.1957,1,1,
2021,01,28,18,00,00,9.6870,1,1,
2021,01,28,19,00,00,9.6217,1,1,
2021,01,28,20,00,00,15.5848,1,1,
2021,01,28,21,00,00,15.5394,1,1,
2021,01,28,22,00,00,13.1281,1,1,
2021,01,28,23,00,00,10.7135,1,1,
2021,01,29,00,00,00,11.8970,1,1,
2021,01,29,01,00,00,11.8880,1,1,
2021,01,29,02,00,00,11.8804,1,1,
2021,01,29,03,00,00,13.0439,1,1,
2021,01,29,04,00,00,31.9810,1,1,
2021,01,29,05,00,00,31.9034,1,1,
2021,01,29,06,00,00,30.6240,1,1,
2021,01,29,07,00,00,36.5818,1,1,
2021,01,29,08,00,00,21.4493,1,1,
2021,01,29,09,00,00,19.0642,1,1,
2021,01,29,10,00,00,7.1880,1,1,
2021,01,29,11,00,00,7.2386,1,1,
2021,01,29,12,00,00,8.5156,1,1,
2021,01,29,13,00,00,15.8848,1,1,
2021,01,29,14,00,00,15.9837,1,1,
2021,01,29,15,00,00,14.8046,1,1,
2021,01,29,16,00,00,16.0515,1,1,
2021,01,29,17,00,00,12.2483,1,1,
2021,01,29,18,00,00,15.8215,1,1,
2021,01,29,19,00,00,13.3048,1,1,
2021,01,29,20,00,00,19.2708,1,1,
2021,01,29,21,00,00,19.1843,1,1,
2021,01,29,22,00,00,21.5046,1,1,
2021,01,29,23,00,00,17.8537,1,1,
2021,01,30,00,00,00,46.3096,1,1,
2021,01,30,01,00,00,34.3830,1,1,
2021,01,30,02,00,00,42.6741,1,1,
2021,01,30,03,00,00,45.0716,1,1,
2021,01,30,04,00,00,29.6443,1,1,
2021,01,30,05,00,00,21.3613,1,1,
2021,01,30,06,00,00,16.6184,1,1,
2021,01,30,07,00,00,14.2213,1,1,
2021,01,30,08,00,00,18.9883,1,1,
2021,01,30,09,00,00,19.1047,1,1,
2021,01,30,10,00,00,18.1627,1,1,
2021,01,30,11,00,00,17.0699,1,1,
2021,01,30,12,00,00,18.3535,1,1,
2021,01,30,13,00,00,9.8384,1,1,
2021,01,30,14,00,00,7.4293,1,1,
2021,01,30,15,00,00,4.9676,1,1,
2021,01,30,16,00,00,6.2070,1,1,
2021,01,30,17,00,00,2.4723,1,1,
2021,01,30,18,00,00,7.3544,1,1,
2021,01,30,19,00,00,10.9368,1,1,
2021,01,30,20,00,00,19.2991,1,1,
2021,01,30,21,00,00,20.3941,1,1,
2021,01,30,22,00,00,22.7546,1,1,
2021,01,30,23,00,00,21.5087,1,1,
2021,01,31,00,00,00,29.8235,1,1,
2021,01,31,01,00,00,43.9978,1,1,
2021,01,31,02,00,00,56.9456,1,1,
2021,01,31,03,00,00,41.4481,1,1,
2021,01,31,04,00,00,50.8473,1,1,
2021,01,31,05,00,00,42.5372,1,1,
2021,01,31,06,00,00,43.6444,1,1,
2021,01,31,07,00,00,48.3399,1,1,
2021,01,31,08,00,00,45.2350,1,1,
2021,01,31,09,00,00,28.8553,1,1,
2021,01,31,10,00,00,20.6638,1,1,
2021,01,31,11,00,00,12.2254,1,1,
2021,01,31,12,00,00,7.3719,1,1,
2021,01,31,13,00,00,6.1739,1,1,
2021,01,31,14,00,00,8.6672,1,1,
2021,01,31,15,00,00,3.7181,1,1,
2021,01,31,16,00,00,4.9619,1,1,
2021,01,31,17,00,00,0.0000,1,1,
2021,01,31,18,00,00,3.6667,1,1,
2021,01,31,19,00,00,9.7247,1,1,
2021,01,31,20,00,00,10.8906,1,1,
2021,01,31,21,00,00,18.0535,1,1,
2021,01,31,22,00,00,17.9523,1,1,
2021,01,31,23,00,00,17.9186,1,1,
2021,02,01,00,00,00,31.0309,1,1,
2021,02,01,01,00,00,31.0065,1,1,
2021,02,01,02,00,00,26.1991,1,1,
2021,02,01,03,00,00,30.9229,1,1,
2021,02,01,04,00,00,39.2503,1,1,
2021,02,01,05,00,00,39.1535,1,1,
2021,02,01,06,00,00,33.1994,1,1,
2021,02,01,07,00,00,31.9656,1,1,
2021,02,01,08,00,00,36.7988,1,1,
2021,02,01,09,00,00,35.7673,1,1,
2021,02,01,10,00,00,16.8856,1,1,
2021,02,01,11,00,00,15.8025,1,1,
2021,02,01,12,00,00,18.3387,1,1,
2021,02,01,13,00,00,12.2928,1,1,
2021,02,01,14,00,00,6.1493,1,1,
2021,02,01,15,00,00,3.7057,1,1,
2021,02,01,16,00,00,1.2331,1,1,
2021,02,01,17,00,00,7.3777,1,1,
2021,02,01,18,00,00,9.7588,1,1,
2021,02,01,19,00,00,10.9106,1,1,
2021,02,01,20,00,00,12.0815,1,1,
2021,02,01,21,00,00,18.0336,1,1,
2021,02,01,22,00,00,17.9817,1,1,
2021,02,01,23,00,00,17.9400,1,1,
2021,02,02,00,00,00,11.9316,1,1,
2021,02,02,01,00,00,10.7346,1,1,
2021,02,02,02,00,00,13.1337,1,1,
2021,02,02,03,00,00,29.7273,1,1,
2021,02,02,04,00,00,35.4883,1,1,
2021,02,02,05,00,00,25.9854,1,1,
2021,02,02,06,00,00,21.2591,1,1,
2021,02,02,07,00,00,25.9609,1,1,
2021,02,02,08,00,00,16.5799,1,1,
2021,02,02,09,00,00,14.3024,1,1,
2021,02,02,10,00,00,14.4313,1,1,
2021,02,02,11,00,00,14.6319,1,1,
2021,02,02,12,00,00,17.1780,1,1,
2021,02,02,13,00,00,13.5827,1,1,
2021,02,02,14,00,00,8.6635,1,1,
2021,02,02,15,00,00,6.1954,1,1,
2021,02,02,16,00,00,8.6280,1,1,
2021,02,02,17,00,00,2.4592,1,1,
2021,02,02,18,00,00,9.7605,1,1,
2021,02,02,19,00,00,9.6671,1,1,
2021,02,02,20,00,00,7.2206,1,1,
2021,02,02,21,00,00,7.2000,1,1,
2021,02,02,22,00,00,10.7792,1,1,
2021,02,02,23,00,00,9.5690,1,1,
2021,02,03,00,00,00,8.3616,1,1,
2021,02,03,01,00,00,7.1642,1,1,
2021,02,03,02,00,00,9.5567,1,1,
2021,02,03,03,00,00,19.0515,1,1,
2021,02,03,04,00,00,16.6593,1,1,
2021,02,03,05,00,00,39.2289,1,1,
2021,02,03,06,00,00,17.8515,1,1,
2021,02,03,07,00,00,11.8811,1,1,
2021,02,03,08,00,00,9.5143,1,1,
2021,02,03,09,00,00,17.8935,1,1,
2021,02,03,10,00,00,7.1903,1,1,
2021,02,03,11,00,00,5.9946,1,1,
2021,02,03,12,00,00,12.1138,1,1,
2021,02,03,13,00,00,10.9511,1,1,
2021,02,03,14,00,00,8.5713,1,1,
2021,02,03,15,00,00,7.3815,1,1,
2021,02,03,16,00,00,8.6544,1,1,
2021,02,03,17,00,00,11.0924,1,1,
2021,02,03,18,00,00,2.4370,1,1,
2021,02,03,19,00,00,8.4611,1,1,
2021,02,03,20,00,00,9.6272,1,1,
2021,02,03,21,00,00,9.5912,1,1,
2021,02,03,22,00,00,10.7776,1,1,
2021,02,03,23,00,00,13.1408,1,1,
2021,02,04,00,00,00,14.3080,1,1,
2021,02,04,01,00,00,14.3162,1,1,
2021,02,04,02,00,00,14.3025,1,1,
2021,02,04,03,00,00,26.2110,1,1,
2021,02,04,04,00,00,26.1746,1,1,
2021,02,04,05,00,00,34.3799,1,1,
2021,02,04,06,00,00,44.9819,1,1,
2021,02,04,07,00,00,30.7833,1,1,
2021,02,04,08,00,00,30.8877,1,1,
2021,02,04,09,00,00,21.5247,1,1,
2021,02,04,10,00,00,10.8549,1,1,
2021,02,04,11,00,00,14.5991,1,1,
2021,02,04,12,00,00,11.0040,1,1,
2021,02,04,13,00,00,9.8360,1,1,
2021,02,04,14,00,00,4.9423,1,1,
2021,02,04,15,00,00,2.4730,1,1,
2021,02,04,16,00,00,0.0000,1,1,
2021,02,04,17,00,00,0.0000,1,1,
2021,02,04,18,00,00,7.3425,1,1,
2021,02,04,19,00,00,6.0668,1,1,
2021,02,04,20,00,00,12.0590,1,1,
2021,02,04,21,00,00,15.6076,1,1,
2021,02,04,22,00,00,11.9608,1,1,
2021,02,04,23,00,00,17.9255,1,1,
2021,02,05,00,00,00,17.9236,1,1,
2021,02,05,01,00,00,11.9419,1,1,
2021,02,05,02,00,00,32.1903,1,1,
2021,02,05,03,00,00,36.9146,1,1,
2021,02,05,04,00,00,23.8301,1,1,
2021,02,05,05,00,00,15.4905,1,1,
2021,02,05,06,00,00,10.7205,1,1,
2021,02,05,07,00,00,21.3981,1,1,
2021,02,05,08,00,00,21.4072,1,1,
2021,02,05,09,00,00,20.3817,1,1,
2021,02,05,10,00,00,11.9933,1,1,
2021,02,05,11,00,00,10.8311,1,1,
2021,02,05,12,00,00,15.7750,1,1,
2021,02,05,13,00,00,11.0001,1,1,
2021,02,05,14,00,00,14.6999,1,1,
2021,02,05,15,00,00,7.3449,1,1,
2021,02,05,16,00,00,7.3459,1,1,
2021,02,05,17,00,00,9.7841,1,1,
2021,02,05,18,00,00,9.7407,1,1,
2021,02,05,19,00,00,15.6827,1,1,
2021,02,05,20,00,00,20.4060,1,1,
2021,02,05,21,00,00,29.8951,1,1,
2021,02,05,22,00,00,9.5449,1,1,
2021,02,05,23,00,00,10.7225,1,1,
2021,02,06,00,00,00,9.5174,1,1,
2021,02,06,01,00,00,15.4613,1,1,
2021,02,06,02,00,00,17.7937,1,1,
2021,02,06,03,00,00,42.6457,1,1,
2021,02,06,04,00,00,23.6416,1,1,
2021,02,06,05,00,00,14.1589,1,1,
2021,02,06,06,00,00,30.6238,1,1,
2021,02,06,07,00,00,28.2151,1,1,
2021,02,06,08,00,00,38.9769,1,1,
2021,02,06,09,00,00,20.2264,1,1,
2021,02,06,10,00,00,20.3536,1,1,
2021,02,06,11,00,00,15.7439,1,1,
2021,02,06,12,00,00,16.9718,1,1,
2021,02,06,13,00,00,19.5310,1,1,
2021,02,06,14,00,00,28.1656,1,1,
2021,02,06,15,00,00,18.4270,1,1,
2021,02,06,16,00,00,8.6369,1,1,
2021,02,06,17,00,00,9.8410,1,1,
2021,02,06,18,00,00,6.0892,1,1,
2021,02,06,19,00,00,10.8746,1,1,
2021,02,06,20,00,00,13.2302,1,1,
2021,02,06,21,00,00,16.7830,1,1,
2021,02,06,22,00,00,9.5741,1,1,
2021,02,06,23,00,00,15.5216,1,1,
2021,02,07,00,00,00,13.0965,1,1,
2021,02,07,01,00,00,49.8060,1,1,
2021,02,07,02,00,00,50.9730,1,1,
2021,02,07,03,00,00,43.8370,1,1,
2021,02,07,04,00,00,42.5647,1,1,
2021,02,07,05,00,00,35.4271,1,1,
2021,02,07,06,00,00,36.6269,1,1,
2021,02,07,07,00,00,37.8149,1,1,
2021,02,07,08,00,00,27.3234,1,1,
2021,02,07,09,00,00,19.0368,1,1,
2021,02,07,10,00,00,17.9208,1,1,
2021,02,07,11,00,00,24.1089,1,1,
2021,02,07,12,00,00,19.5198,1,1,
2021,02,07,13,00,00,14.7452,1,1,
2021,02,07,14,00,00,14.8357,1,1,
2021,02,07,15,00,00,12.3955,1,1,
2021,02,07,16,00,00,3.7142,1,1,
2021,02,07,17,00,00,0.5000,1,1,
2021,02,07,18,00,00,6.1173,1,1,
2021,02,07,19,00,00,8.4940,1,1,
2021,02,07,20,00,00,9.6462,1,1,
2021,02,07,21,00,00,9.6071,1,1,
2021,02,07,22,00,00,14.3613,1,1,
2021,02,07,23,00,00,15.5265,1,1,
2021,02,08,00,00,00,32.1885,1,1,
2021,02,08,01,00,00,32.1072,1,1,
2021,02,08,02,00,00,32.1074,1,1,
2021,02,08,03,00,00,38.0267,1,1,
2021,02,08,04,00,00,17.8273,1,1,
2021,02,08,05,00,00,30.9087,1,1,
2021,02,08,06,00,00,17.8375,1,1,
2021,02,08,07,00,00,28.4492,1,1,
2021,02,08,08,00,00,31.0288,1,1,
2021,02,08,09,00,00,15.6285,1,1,
2021,02,08,10,00,00,12.0994,1,1,
2021,02,08,11,00,00,10.9279,1,1,
2021,02,08,12,00,00,18.2180,1,1,
2021,02,08,13,00,00,13.2654,1,1,
2021,02,08,14,00,00,9.7536,1,1,
2021,02,08,15,00,00,7.3668,1,1,
2021,02,08,16,00,00,7.3646,1,1,
2021,02,08,17,00,00,13.3988,1,1,
2021,02,08,18,00,00,9.6838,1,1,
2021,02,08,19,00,00,7.2322,1,1,
2021,02,08,20,00,00,13.1957,1,1,
2021,02,08,21,00,00,8.3744,1,1,
2021,02,08,22,00,00,11.9253,1,1,
2021,02,08,23,00,00,13.0909,1,1,
2021,02,09,00,00,00,22.5840,1,1,
2021,02,09,01,00,00,20.1826,1,1,
2021,02,09,02,00,00,46.2790,1,1,
2021,02,09,03,00,00,46.3425,1,1,
2021,02,09,04,00,00,21.3675,1,1,
2021,02,09,05,00,00,28.4189,1,1,
2021,02,09,06,00,00,46.0710,1,1,
2021,02,09,07,00,00,41.2917,1,1,
2021,02,09,08,00,00,31.9333,1,1,
2021,02,09,09,00,00,38.0791,1,1,
2021,02,09,10,00,00,26.5123,1,1,
2021,02,09,11,00,00,25.4905,1,1,
2021,02,09,12,00,00,23.0407,1,1,
2021,02,09,13,00,00,25.4265,1,1,
2021,02,09,14,00,00,21.8167,1,1,
2021,02,09,15,00,00,15.9348,1,1,
2021,02,09,16,00,00,12.1802,1,1,
2021,02,09,17,00,00,6.0319,1,1,
2021,02,09,18,00,00,12.0503,1,1,
2021,02,09,19,00,00,13.2046,1,1,
2021,02,09,20,00,00,20.3442,1,1,
2021,02,09,21,00,00,16.7183,1,1,
2021,02,09,22,00,00,16.6849,1,1,
2021,02,09,23,00,00,21.4349,1,1,
2021,02,10,00,00,00,14.2864,1,1,
2021,02,10,01,00,00,5.9329,1,1,
2021,02,10,02,00,00,7.0959,1,1,
2021,02,10,03,00,00,21.2412,1,1,
2021,02,10,04,00,00,34.1108,1,1,
2021,02,10,05,00,00,25.9006,1,1,
2021,02,10,06,00,00,30.5832,1,1,
2021,02,10,07,00,00,42.3496,1,1,
2021,02,10,08,00,00,40.0894,1,1,
2021,02,10,09,00,00,25.0501,1,1,
2021,02,10,10,00,00,18.0488,1,1,
2021,02,10,11,00,00,17.0139,1,1,
2021,02,10,12,00,00,12.1987,1,1,
2021,02,10,13,00,00,14.7277,1,1,
2021,02,10,14,00,00,17.2674,1,1,
2021,02,10,15,00,00,16.0843,1,1,
2021,02,10,16,00,00,12.2829,1,1,
2021,02,10,17,00,00,4.8588,1,1,
2021,02,10,18,00,00,27.4768,1,1,
2021,02,10,19,00,00,27.2627,1,1,
2021,02,10,20,00,00,36.7070,1,1,
2021,02,10,21,00,00,23.6764,1,1,
2021,02,10,22,00,00,37.9146,1,1,
2021,02,10,23,00,00,28.4330,1,1,
2021,02,11,00,00,00,28.3976,1,1,
2021,02,11,01,00,00,40.1434,1,1,
2021,02,11,02,00,00,38.9746,1,1,
2021,02,11,03,00,00,42.4719,1,1,
2021,02,11,04,00,00,45.9766,1,1,
2021,02,11,05,00,00,35.3018,1,1,
2021,02,11,06,00,00,43.4889,1,1,
2021,02,11,07,00,00,45.8815,1,1,
2021,02,11,08,00,00,34.2335,1,1,
2021,02,11,09,00,00,32.1419,1,1,
2021,02,11,10,00,00,24.0125,1,1,
2021,02,11,11,00,00,21.8028,1,1,
2021,02,11,12,00,00,19.4994,1,1,
2021,02,11,13,00,00,19.6169,1,1,
2021,02,11,14,00,00,19.6982,1,1,
2021,02,11,15,00,00,25.9892,1,1,
2021,02,11,16,00,00,12.3090,1,1,
2021,02,11,17,00,00,6.0915,1,1,
2021,02,11,18,00,00,10.9000,1,1,
2021,02,11,19,00,00,10.8309,1,1,
2021,02,11,20,00,00,7.1965,1,1,
2021,02,11,21,00,00,11.9677,1,1,
2021,02,11,22,00,00,28.6388,1,1,
2021,02,11,23,00,00,27.3632,1,1,
2021,02,12,00,00,00,39.1911,1,1,
2021,02,12,01,00,00,35.6233,1,1,
2021,02,12,02,00,00,30.8653,1,1,
2021,02,12,03,00,00,48.6372,1,1,
2021,02,12,04,00,00,45.0518,1,1,
2021,02,12,05,00,00,32.0309,1,1,
2021,02,12,06,00,00,24.8785,1,1,
2021,02,12,07,00,00,39.0735,1,1,
2021,02,12,08,00,00,36.8409,1,1,
2021,02,12,09,00,00,24.9975,1,1,
2021,02,12,10,00,00,21.6468,1,1,
2021,02,12,11,00,00,24.2369,1,1,
2021,02,12,12,00,00,23.0809,1,1,
2021,02,12,13,00,00,13.1936,1,1,
2021,02,12,14,00,00,14.4910,1,1,
2021,02,12,15,00,00,14.5523,1,1,
2021,02,12,16,00,00,18.1142,1,1,
2021,02,12,17,00,00,16.9040,1,1,
2021,02,12,18,00,00,24.0955,1,1,
2021,02,12,19,00,00,10.8059,1,1,
2021,02,12,20,00,00,37.0306,1,1,
2021,02,12,21,00,00,39.3530,1,1,
2021,02,12,22,00,00,33.3615,1,1,
2021,02,12,23,00,00,23.8234,1,1,
2021,02,13,00,00,00,23.7460,1,1,
2021,02,13,01,00,00,18.9588,1,1,
2021,02,13,02,00,00,35.5429,1,1,
2021,02,13,03,00,00,32.0065,1,1,
2021,02,13,04,00,00,30.8156,1,1,
2021,02,13,05,00,00,27.2162,1,1,
2021,02,13,06,00,00,29.5698,1,1,
2021,02,13,07,00,00,24.8179,1,1,
2021,02,13,08,00,00,23.7065,1,1,
2021,02,13,09,00,00,17.9385,1,1,
2021,02,13,10,00,00,19.2267,1,1,
2021,02,13,11,00,00,14.5475,1,1,
2021,02,13,12,00,00,9.7314,1,1,
2021,02,13,13,00,00,20.8089,1,1,
2021,02,13,14,00,00,18.3217,1,1,
2021,02,13,15,00,00,14.6220,1,1,
2021,02,13,16,00,00,28.8871,1,1,
2021,02,13,17,00,00,-999.0000,151,1,
2021,02,13,18,00,00,-999.0000,151,1,
2021,02,13,19,00,00,-999.0000,151,1,
2021,02,13,20,00,00,-999.0000,151,1,
2021,02,13,21,00,00,-999.0000,151,1,
2021,02,13,22,00,00,-999.0000,151,1,
2021,02,13,23,00,00,-999.0000,151,1,
2021,02,14,00,00,00,-999.0000,151,1,
2021,02,14,01,00,00,-999.0000,151,1,
2021,02,14,02,00,00,-999.0000,151,1,
2021,02,14,03,00,00,-999.0000,151,1,
2021,02,14,04,00,00,-999.0000,151,1,
2021,02,14,05,00,00,-999.0000,151,1,
2021,02,14,06,00,00,-999.0000,151,1,
2021,02,14,07,00,00,-999.0000,151,1,
2021,02,14,08,00,00,-999.0000,151,1,
2021,02,14,09,00,00,-999.0000,151,1,
2021,02,14,10,00,00,-999.0000,151,1,
2021,02,14,11,00,00,-999.0000,151,1,
2021,02,14,12,00,00,-999.0000,151,1,
2021,02,14,13,00,00,-999.0000,151,1,
2021,02,14,14,00,00,-999.0000,151,1,
2021,02,14,15,00,00,-999.0000,151,1,
2021,02,14,16,00,00,-999.0000,151,1,
2021,02,14,17,00,00,-999.0000,151,1,
2021,02,14,18,00,00,-999.0000,151,1,
2021,02,14,19,00,00,-999.0000,151,1,
2021,02,14,20,00,00,-999.0000,151,1,
2021,02,14,21,00,00,-999.0000,151,1,
2021,02,14,22,00,00,-999.0000,151,1,
2021,02,14,23,00,00,-999.0000,151,1,
2021,02,15,00,00,00,-999.0000,151,1,
2021,02,15,01,00,00,-999.0000,151,1,
2021,02,15,02,00,00,-999.0000,151,1,
2021,02,15,03,00,00,-999.0000,151,1,
2021,02,15,04,00,00,-999.0000,151,1,
2021,02,15,05,00,00,-999.0000,151,1,
2021,02,15,06,00,00,-999.0000,151,1,
2021,02,15,07,00,00,-999.0000,151,1,
2021,02,15,08,00,00,-999.0000,151,1,
2021,02,15,09,00,00,-999.0000,151,1,
2021,02,15,10,00,00,-999.0000,151,1,
2021,02,15,11,00,00,23.0028,1,1,
2021,02,15,12,00,00,26.8727,1,1,
2021,02,15,13,00,00,23.3407,1,1,
2021,02,15,14,00,00,24.6817,1,1,
2021,02,15,15,00,00,25.9173,1,1,
2021,02,15,16,00,00,16.0446,1,1,
2021,02,15,17,00,00,8.6333,1,1,
2021,02,15,18,00,00,7.3462,1,1,
2021,02,15,19,00,00,7.2866,1,1,
2021,02,15,20,00,00,24.1688,1,1,
2021,02,15,21,00,00,10.8424,1,1,
2021,02,15,22,00,00,25.2062,1,1,
2021,02,15,23,00,00,17.9675,1,1,
2021,02,16,00,00,00,23.8809,1,1,
2021,02,16,01,00,00,34.4830,1,1,
2021,02,16,02,00,00,48.6590,1,1,
2021,02,16,03,00,00,42.6955,1,1,
2021,02,16,04,00,00,43.8212,1,1,
2021,02,16,05,00,00,52.1090,1,1,
2021,02,16,06,00,00,42.5509,1,1,
2021,02,16,07,00,00,57.8144,1,1,
2021,02,16,08,00,00,53.5540,1,1,
2021,02,16,09,00,00,34.8616,1,1,
2021,02,16,10,00,00,31.5269,1,1,
2021,02,16,11,00,00,25.6200,1,1,
2021,02,16,12,00,00,14.7351,1,1,
2021,02,16,13,00,00,17.3024,1,1,
2021,02,16,14,00,00,21.0374,1,1,
2021,02,16,15,00,00,8.6513,1,1,
2021,02,16,16,00,00,0.0000,1,1,
2021,02,16,17,00,00,9.7986,1,1,
2021,02,16,18,00,00,15.8422,1,1,
2021,02,16,19,00,00,23.0198,1,1,
2021,02,16,20,00,00,31.1451,1,1,
2021,02,16,21,00,00,21.5556,1,1,
2021,02,16,22,00,00,39.4879,1,1,
2021,02,16,23,00,00,37.0275,1,1,
2021,02,17,00,00,00,48.7959,1,1,
2021,02,17,01,00,00,47.5387,1,1,
2021,02,17,02,00,00,48.7109,1,1,
2021,02,17,03,00,00,48.6280,1,1,
2021,02,17,04,00,00,28.5095,1,1,
2021,02,17,05,00,00,42.6804,1,1,
2021,02,17,06,00,00,30.7640,1,1,
2021,02,17,07,00,00,50.8345,1,1,
2021,02,17,08,00,00,43.9725,1,1,
2021,02,17,09,00,00,44.1128,1,1,
2021,02,17,10,00,00,37.1980,1,1,
2021,02,17,11,00,00,15.7686,1,1,
2021,02,17,12,00,00,17.1179,1,1,
2021,02,17,13,00,00,19.6703,1,1,
2021,02,17,14,00,00,18.5564,1,1,
2021,02,17,15,00,00,21.0433,1,1,
2021,02,17,16,00,00,22.2841,1,1,
2021,02,17,17,00,00,6.1266,1,1,
2021,02,17,18,00,00,12.1420,1,1,
2021,02,17,19,00,00,14.4801,1,1,
2021,02,17,20,00,00,16.8219,1,1,
2021,02,17,21,00,00,22.7000,1,1,
2021,02,17,22,00,00,38.2232,1,1,
2021,02,17,23,00,00,26.2667,1,1,
2021,02,18,00,00,00,22.6879,1,1,
2021,02,18,01,00,00,21.4876,1,1,
2021,02,18,02,00,00,21.5064,1,1,
2021,02,18,03,00,00,20.3103,1,1,
2021,02,18,04,00,00,15.5040,1,1,
2021,02,18,05,00,00,19.0184,1,1,
2021,02,18,06,00,00,16.5960,1,1,
2021,02,18,07,00,00,31.9857,1,1,
2021,02,18,08,00,00,30.7828,1,1,
2021,02,18,09,00,00,24.9121,1,1,
2021,02,18,10,00,00,28.6340,1,1,
2021,02,18,11,00,00,24.0424,1,1,
2021,02,18,12,00,00,26.6798,1,1,
2021,02,18,13,00,00,20.6934,1,1,
2021,02,18,14,00,00,32.9069,1,1,
2021,02,18,15,00,00,15.8627,1,1,
2021,02,18,16,00,00,10.9911,1,1,
2021,02,18,17,00,00,12.1027,1,1,
2021,02,18,18,00,00,16.7661,1,1,
2021,02,18,19,00,00,25.1055,1,1,
2021,02,18,20,00,00,23.8459,1,1,
2021,02,18,21,00,00,20.2668,1,1,
2021,02,18,22,00,00,27.3652,1,1,
2021,02,18,23,00,00,28.4797,1,1,
2021,02,19,00,00,00,21.3493,1,1,
2021,02,19,01,00,00,8.2811,1,1,
2021,02,19,02,00,00,7.0977,1,1,
2021,02,19,03,00,00,7.0995,1,1,
2021,02,19,04,00,00,20.1105,1,1,
2021,02,19,05,00,00,23.5993,1,1,
2021,02,19,06,00,00,27.1454,1,1,
2021,02,19,07,00,00,15.3253,1,1,
2021,02,19,08,00,00,21.2975,1,1,
2021,02,19,09,00,00,21.3912,1,1,
2021,02,19,10,00,00,11.9299,1,1,
2021,02,19,11,00,00,14.3894,1,1,
2021,02,19,12,00,00,18.1386,1,1,
2021,02,19,13,00,00,8.5137,1,1,
2021,02,19,14,00,00,22.0162,1,1,
2021,02,19,15,00,00,19.6286,1,1,
2021,02,19,16,00,00,8.5800,1,1,
2021,02,19,17,00,00,3.6309,1,1,
2021,02,19,18,00,00,3.6216,1,1,
2021,02,19,19,00,00,6.0155,1,1,
2021,02,19,20,00,00,7.1961,1,1,
2021,02,19,21,00,00,7.1835,1,1,
2021,02,19,22,00,00,23.8690,1,1,
2021,02,19,23,00,00,38.0191,1,1,
2021,02,20,00,00,00,61.6290,1,1,
2021,02,20,01,00,00,41.3908,1,1,
2021,02,20,02,00,00,39.0362,1,1,
